AsOfDate,Program,BorrName,BorrStreet,BorrCity,BorrState,BorrZip,LocationID,BankName,BankFDICNumber,BankNCUANumber,BankStreet,BankCity,BankState,BankZip,GrossApproval,SBAGuaranteedApproval,ApprovalDate,ApprovalFY,FirstDisbursementDate,ProcessingMethod,Subprogram,InitialInterestRate,FixedorVariableInterestRate,TerminMonths,NAICSCode,NAICSDescription,FranchiseCode,FranchiseName,ProjectCounty,ProjectState,SBADistrictOffice,CongressionalDistrict,BusinessType,BusinessAge,LoanStatus,PaidinFullDate,ChargeoffDate,GrossChargeoffAmount,RevolverStatus,JobsSupported,CollateralInd,SoldSecondMarketInd
2025-09-30, 7A,DEPENDABLE FOODS INC,2243 LOVERIDGE ROAD,PITTSBURG,CA,94565,317920.0,Western Alliance Bank,57512.0,,1 E Washington St,PHOENIX,AZ,85004,600000.0,450000.0,07/01/2011,2011,08/01/2011,Preferred Lenders Program,Guaranty,6.0,V,156,722211.0,Limited-Service Restaurants,88355,WENDY'S                       ,CONTRA COSTA,CA,SAN FRANCISCO DISTRICT OFFICE ,11.0,CORPORATION,,PIF,06/30/2019,,0.0,0,50.0,Y,
2025-09-30, 7A,SD Wax 3,5835 Bellevue Ave,La Jolla,CA,92037,4679.0,Simmons Bank,3890.0,,501 Main St,PINE BLUFF,AR,71601,397500.0,298125.0,12/29/2017,2018,12/31/2017,Preferred Lenders Program,Guaranty,6.25,V,120,812199.0,Other Personal Care Services,,,SAN DIEGO,CA,SAN DIEGO DISTRICT OFFICE ,49.0,CORPORATION,"New, Less than 1 Year old",EXEMPT,,,0.0,0,5.0,Y,Y
2025-09-30, 7A,Alison Turner & Associates Inc,2100 Northrop Avenue,SACRAMENTO,CA,95825,111209.0,"SoFi Bank, National Association",26881.0,,1409 28th Street,SACRAMENTO,CA,95816,150000.0,127500.0,06/24/2015,2015,06/24/2015,Small Loan Advantage Initiative,Lender Advantage Initiative,6.0,V,120,541211.0,Offices of Certified Public Accountants,,,SACRAMENTO,CA,SACRAMENTO DISTRICT OFFICE ,6.0,CORPORATION,,PIF,09/30/2020,,0.0,0,4.0,N,Y
2025-09-30, 7A,Michael's One Price Dry Cleaner LLC,6 Carribbean Key.,St. bernard,LA,70085,116770.0,Gulf Coast Bank and Trust Company,32974.0,,200 St. Charles Ave,NEW ORLEANS,LA,70130,198000.0,148500.0,07/07/2010,2010,08/01/2010,Preferred Lenders Program,Guaranty,6.0,V,95,812320.0,Drycleaning and Laundry Services (except Coin-Operated),,,SAINT BERNARD,LA,LOUISIANA DISTRICT OFFICE ,1.0,CORPORATION,,PIF,07/31/2014,,0.0,0,3.0,N,Y
2025-09-30, 7A,JOHN PATRICK REBANT AND MARGARET ANN REBANT AND J&S SCALES INC.,2343 184TH ROAD,SABETHA,KS,66534,25695.0,United Bank & Trust,17477.0,,823 Broadway,MARYSVILLE,KS,66508,739000.0,665100.0,10/05/2010,2011,02/01/2011,7a General,Guaranty,6.0,V,120,333997.0,Scale and Balance (except Laboratory) Manufacturing,,,NEMAHA,KS,KANSAS CITY DISTRICT OFFICE ,2.0,CORPORATION,,PIF,09/30/2016,,0.0,0,4.0,Y,
2025-09-30, 7A,SALON VICTORIA LLC,2165 South Green Road,University Hts,OH,44121,57328.0,The Huntington National Bank,6560.0,,17 S High St.,COLUMBUS,OH,43215,25000.0,12500.0,07/17/2012,2012,,SBA Express Program,FA$TRK (Small Loan Express),4.25,V,60,812112.0,Beauty Salons,,,CUYAHOGA,OH,CLEVELAND DISTRICT OFFICE ,11.0,CORPORATION,,CANCLD,,,0.0,1,0.0,N,
2025-09-30, 7A,6 Mile & Greenfield Inc.,15445 West McNichols,Detroit,MI,48235,57328.0,The Huntington National Bank,6560.0,,17 S High St.,COLUMBUS,OH,43215,688100.0,516075.0,01/29/2014,2014,,Preferred Lenders Program,Guaranty,6.0,V,300,447110.0,Gasoline Stations with Convenience Stores,,,WAYNE,MI,MICHIGAN DISTRICT OFFICE ,13.0,CORPORATION,,CANCLD,,,0.0,0,4.0,N,
2025-09-30, 7A,SHARI L. ANHALT LAW OFFICES A PC,235 East Broadway,Long Beach,CA,90802,33850.0,Comerica Bank,983.0,,1717 Main St,DALLAS,TX,75201,90000.0,45000.0,02/23/2018,2018,02/28/2018,SBA Express Program,FA$TRK (Small Loan Express),6.25,V,84,541110.0,Offices of Lawyers,,,LOS ANGELES,CA,LOS ANGELES DISTRICT OFFICE ,44.0,CORPORATION,Existing or more than 2 years old,PIF,03/31/2021,,0.0,1,0.0,Y,
2025-09-30, 7A,COLLINS CONTRACTING INC,19 PIERCE PL,CANTON,MA,2021,32987.0,Eastern Bank,32773.0,,"Oliver Street Tower, 125, High",Boston,MA,02110,50000.0,25000.0,02/28/2017,2017,02/28/2017,SBA Express Program,FA$TRK (Small Loan Express),10.24,F,60,236115.0,New Single-Family Housing Construction (except Operative Builders),,,NORFOLK,MA,MASSACHUSETTS DISTRICT OFFICE ,7.0,CORPORATION,,PIF,05/31/2017,,0.0,0,0.0,Y,
2025-09-30, 7A,Crossroads Veterinary Hospital Inc.,1016 Bank Street.,Painesville,OH,44077,44449.0,"PNC Bank, National Association",6384.0,,222 Delaware Ave,WILMINGTON,DE,19801,236200.0,177150.0,07/20/2010,2010,08/01/2010,Preferred Lenders Program,Guaranty,6.0,V,126,541940.0,Veterinary Services,,,LAKE,OH,CLEVELAND DISTRICT OFFICE ,14.0,CORPORATION,,PIF,09/30/2020,,0.0,0,5.0,N,
2025-09-30, 7A,JOURNEY TO WELLBEING COUNSELING LLC,1931 NW 150TH AVE,PEMBROKE PINES,FL,33028,12096.0,Wells Fargo Bank National Association,3511.0,,3201 N 4th Ave,Sioux Falls,SD,57104,5000.0,2500.0,06/17/2019,2019,,SBA Express Program,FA$TRK (Small Loan Express),10.0,V,120,624190.0,Other Individual and Family Services,,,BROWARD,FL,SOUTH FLORIDA DISTRICT OFFICE ,23.0,CORPORATION,Unanswered,CANCLD,,,0.0,1,0.0,N,
2025-09-30, 7A,Cambria & Kline P.C.,123 N. 3rd Street,READING,PA,19601,445699.0,Community First Capital Corp,,,51 S Duke Street,Lancaster,PA,17602,50000.0,25000.0,03/13/2014,2014,03/13/2014,SBA Express Program,FA$TRK (Small Loan Express),9.75,F,60,541110.0,Offices of Lawyers,,,BERKS,PA,PHILADELPHIA DISTRICT OFFICE ,6.0,CORPORATION,,PIF,01/31/2018,,0.0,0,3.0,Y,
2025-09-30, 7A,Robert & Pat Engineering Inc,30 BAKER WAY,PENNINGTON,NJ,8534,29805.0,"TD Bank, National Association",18409.0,,2035 Limestone Rd,WILMINGTON,DE,19808,650000.0,585000.0,04/06/2010,2010,04/23/2010,7a with EWCP,Revolving Line of Credit Exports - Sec. 7(a) (14),5.25,V,36,423110.0,Automobile and Other Motor Vehicle Merchant Wholesalers,,,MERCER,NJ,NEW JERSEY DISTRICT OFFICE ,12.0,CORPORATION,,PIF,05/31/2013,,0.0,1,30.0,N,
2025-09-30, 7A,Nexan Building Products Inc.,1213 26th Street,Cullman,AL,35055,2037.0,Peoples Bank of Alabama,22537.0,,1912 Cherokee Ave SW,CULLMAN,AL,35055,847400.0,635550.0,10/30/2013,2014,,7a General,Guaranty,6.0,V,84,332323.0,Ornamental and Architectural Metal Work Manufacturing,,,CULLMAN,AL,ALABAMA DISTRICT OFFICE ,4.0,CORPORATION,,CANCLD,,,0.0,0,20.0,Y,
2025-09-30, 7A,Niemann Distribution LLC,3729 HIGHWAY 109 N,LEBANON,TN,37087,19248.0,Synovus Bank,873.0,,33 W 14th St,Columbus,GA,31901,1800000.0,1350000.0,09/18/2017,2017,09/29/2017,Preferred Lenders Program,Guaranty,6.0,V,120,423120.0,Motor Vehicle Supplies and New Parts Merchant Wholesalers,,,WILSON,TN,TENNESSEE DISTRICT OFFICE ,6.0,PARTNERSHIP,,PIF,11/30/2021,,0.0,0,12.0,Y,Y
2025-09-30, 7A,SNAPCONNECT GLOBAL MEDIA CORP,5063 farris creek ct,COLORADO SPRINGS,CO,80924,12096.0,Wells Fargo Bank National Association,3511.0,,3201 N 4th Ave,Sioux Falls,SD,57104,7500.0,3750.0,09/16/2016,2016,01/31/2018,SBA Express Program,FA$TRK (Small Loan Express),9.0,V,84,511210.0,Software Publishers,,,EL PASO,CO,COLORADO DISTRICT OFFICE ,5.0,CORPORATION,,PIF,11/30/2021,,0.0,1,0.0,N,
2025-09-30, 7A,US Water Filters Inc.,560 22nd Street,Zumbrota,MN,55992,80291.0,MidCountry Bank,28865.0,,"7825 Washington Ave South, Ste",BLOOMINGTON,MN,55439,5000000.0,3750000.0,01/06/2017,2017,,Preferred Lenders Program,Guaranty,6.0,V,120,454111.0,Electronic Shopping,,,GOODHUE,MN,MINNESOTA DISTRICT OFFICE ,2.0,CORPORATION,,CANCLD,,,0.0,0,50.0,Y,
2025-09-30, 7A,Michael Bishop Insurance Inc,164 SPEERS VALLEY ROAD,BRANDON,MS,39042,39190.0,Covington County Bank,21998.0,,102 S Dogwood Ave,COLLINS,MS,39428,9100.0,4550.0,08/04/2015,2015,09/01/2015,SBA Express Program,FA$TRK (Small Loan Express),6.5,F,12,524210.0,Insurance Agencies and Brokerages,,,RANKIN,MS,MISSISSIPPI DISTRICT OFFICE ,3.0,CORPORATION,,PIF,04/30/2016,,0.0,0,1.0,N,
2025-09-30, 7A,Fulop Business Services Inc.,4154 RHODES WAY,OCEANSIDE,CA,92056,12096.0,Wells Fargo Bank National Association,3511.0,,3201 N 4th Ave,Sioux Falls,SD,57104,5000.0,2500.0,11/16/2017,2018,,SBA Express Program,FA$TRK (Small Loan Express),8.75,V,84,541219.0,Other Accounting Services,,,SAN DIEGO,CA,SAN DIEGO DISTRICT OFFICE ,49.0,CORPORATION,"New, Less than 1 Year old",CANCLD,,,0.0,1,4.0,N,
2025-09-30, 7A,Belcaro Motel,1025 S COLORADO BLVD,DENVER,CO,80246,5597.0,Hanmi Bank,24170.0,,"3660 Wilshire Blvd, PH-A",LOS ANGELES,CA,90010,807000.0,605250.0,02/27/2019,2019,04/30/2019,Preferred Lenders Program,Guaranty,6.75,V,120,721110.0,Hotels (except Casino Hotels) and Motels,,,DENVER,CO,COLORADO DISTRICT OFFICE ,1.0,CORPORATION,Existing or more than 2 years old,PIF,06/30/2025,,0.0,0,6.0,Y,Y
2025-09-30, 7A,RED STEEP INC,8374 Lorraine Dr,Strongsville,OH,44149,57328.0,The Huntington National Bank,6560.0,,17 S High St.,COLUMBUS,OH,43215,16900.0,8450.0,03/24/2014,2014,04/01/2014,SBA Express Program,FA$TRK (Small Loan Express),3.99,F,60,484121.0,"General Freight Trucking, Long Distance, Truckload",,,CUYAHOGA,OH,CLEVELAND DISTRICT OFFICE ,7.0,CORPORATION,,PIF,04/30/2019,,0.0,0,0.0,N,
2025-09-30, 7A,Living Well Magazine,1601 Eden Valley Ln,PLANO,TX,75093,48270.0,"JPMorgan Chase Bank, National Association",628.0,,1111 Polaris Pkwy,Columbus,OH,43240,50000.0,25000.0,09/23/2011,2011,10/01/2011,SBA Express Program,FA$TRK (Small Loan Express),4.95,V,84,511120.0,Periodical Publishers,,,COLLIN,TX,DALLAS / FT WORTH DISTRICT OFFICE ,3.0,INDIVIDUAL,,PIF,03/31/2015,,0.0,1,2.0,Y,
2025-09-30, 7A,PAIGE JACLYN,500 AVENIDA LARGO,NEWPORT BEACH,CA,92660,12096.0,Wells Fargo Bank National Association,3511.0,,3201 N 4th Ave,Sioux Falls,SD,57104,5000.0,2500.0,09/29/2015,2015,12/01/2016,SBA Express Program,FA$TRK (Small Loan Express),8.25,V,84,812112.0,Beauty Salons,,,ORANGE,CA,SANTA ANA DISTRICT OFFICE ,45.0,INDIVIDUAL,,PIF,09/30/2022,,0.0,1,0.0,N,
2025-09-30, 7A,Various Fields LLC,1924 E 38th 1/2 St,Austin,TX,78723,71783.0,Frost Bank,5510.0,,111 W Houston St,SAN ANTONIO,TX,78205,100000.0,50000.0,05/31/2019,2019,06/30/2019,SBA Express Program,FA$TRK (Small Loan Express),7.75,V,84,722310.0,Food Service Contractors,,,TRAVIS,TX,SAN ANTONIO DISTRICT OFFICE ,10.0,CORPORATION,Existing or more than 2 years old,PIF,07/31/2023,,0.0,0,10.0,Y,
2025-09-30, 7A,Oriental Food Fair Inc.,10566 SAN PABLO AVE,EL CERRITO,CA,94530,12096.0,Wells Fargo Bank National Association,3511.0,,3201 N 4th Ave,Sioux Falls,SD,57104,50000.0,25000.0,07/09/2015,2015,05/31/2019,SBA Express Program,FA$TRK (Small Loan Express),7.75,V,84,445110.0,Supermarkets and Other Grocery (except Convenience) Stores,,,CONTRA COSTA,CA,SAN FRANCISCO DISTRICT OFFICE ,11.0,CORPORATION,,PIF,07/31/2022,,0.0,1,0.0,N,
2025-09-30, 7A,DMR Transportation LLC,3390 Broadmoor Ave SE  STE D,Kentwood,MI,49512,57328.0,The Huntington National Bank,6560.0,,17 S High St.,COLUMBUS,OH,43215,79700.0,39850.0,02/08/2013,2013,02/08/2013,SBA Express Program,FA$TRK (Small Loan Express),4.45,F,60,484121.0,"General Freight Trucking, Long Distance, Truckload",,,KENT,MI,MICHIGAN DISTRICT OFFICE ,2.0,CORPORATION,,PIF,08/31/2017,,0.0,0,0.0,N,
2025-09-30, 7A,A J Smith Heating and Cooling,7240 Beechmont Ave.,Cincinnati,OH,45230,58036.0,Fifth Third Bank,6672.0,,38 Fountain Sq Plz,CINCINNATI,OH,45263,200000.0,100000.0,12/13/2016,2017,12/13/2016,SBA Express Program,FA$TRK (Small Loan Express),4.69,F,84,238220.0,"Plumbing, Heating, and Air-Conditioning Contractors",,,HAMILTON,OH,COLUMBUS DISTRICT OFFICE ,2.0,CORPORATION,,PIF,12/31/2019,,0.0,0,0.0,Y,
2025-09-30, 7A,BLOSSOM APPAREL,"1458 S. San Pedro St., #127",Los Angeles,CA,90015,433717.0,Commonwealth Business Bank,57873.0,,"3435 Wilshire Blvd, Ste 700",LOS ANGELES,CA,90010,485000.0,363750.0,06/13/2013,2013,06/13/2013,Preferred Lenders Program,Guaranty,4.75,V,300,722515.0,Snack and Nonalcoholic Beverage Bars,,,LOS ANGELES,CA,LOS ANGELES DISTRICT OFFICE ,34.0,CORPORATION,,PIF,11/30/2017,,0.0,0,2.0,Y,Y
2025-09-30, 7A,B.B. Trucking & Storage Inc.,200 Waiehu Beach Road,WAILUKU,HI,96793,95287.0,HawaiiUSA FCU,,1815.0,1226 College Walk,HONOLULU,HI,96817,7800.0,3900.0,03/31/2015,2015,02/01/2016,SBA Express Program,FA$TRK (Small Loan Express),3.0,V,60,484110.0,"General Freight Trucking, Local",,,MAUI,HI,HAWAII DISTRICT OFFICE ,2.0,CORPORATION,,PIF,04/30/2018,,0.0,0,0.0,N,
2025-09-30, 7A,Auspicious Group Inc.,4448 SANTA ANITA AVE,EL MONTE,CA,91731,338102.0,American Continental Bank,57444.0,,"17700, Castleton St, Ste 100",City of Industry,CA,91748,628000.0,471000.0,09/27/2017,2017,10/31/2017,Preferred Lenders Program,Guaranty,5.5,V,300,424990.0,Other Miscellaneous Nondurable Goods Merchant Wholesalers,,,LOS ANGELES,CA,LOS ANGELES DISTRICT OFFICE ,27.0,CORPORATION,,PIF,12/31/2020,,0.0,0,1.0,Y,Y
2025-09-30, 7A,LK3 Venture Inc.,125 Main Street,Nyack,NY,10960,56102.0,KeyBank National Association,17534.0,,127 Public Sq,CLEVELAND,OH,44114,50000.0,25000.0,07/25/2013,2013,12/01/2013,SBA Express Program,FA$TRK (Small Loan Express),7.75,V,60,722511.0,Full-Service Restaurants,,,ROCKLAND,NY,NEW YORK DISTRICT OFFICE ,17.0,CORPORATION,,PIF,12/31/2017,,0.0,1,0.0,N,
2025-09-30, 7A,COMPUSOFT DEVELOPMENT L.L.C.,11248 Kestrel Rise road,SOUTH JORDAN,UT,84095,48270.0,"JPMorgan Chase Bank, National Association",628.0,,1111 Polaris Pkwy,Columbus,OH,43240,100000.0,50000.0,04/22/2014,2014,05/01/2014,SBA Express Program,FA$TRK (Small Loan Express),6.9,V,84,541519.0,Other Computer Related Services,,,SALT LAKE,UT,UTAH DISTRICT OFFICE ,4.0,CORPORATION,,PIF,05/31/2019,,0.0,1,25.0,Y,
2025-09-30, 7A,Alpha Montessori House LLC,4505 Hedgcoxe Road,Plano,TX,75024,71501.0,Commercial Bank of Texas N.A.,1209.0,,215 E Main St,NACOGDOCHES,TX,75961,630000.0,567000.0,02/19/2010,2010,05/01/2010,Preferred Lenders Program,Guaranty,6.0,V,300,611699.0,All Other Miscellaneous Schools and Instruction,,,COLLIN,TX,DALLAS / FT WORTH DISTRICT OFFICE ,3.0,CORPORATION,,PIF,06/30/2012,,0.0,0,16.0,Y,
2025-09-30, 7A,A7 Group Inc.,"763 2nd Street, Suite 200",ENCINITAS,CA,92024,188309.0,CDC Small Business Finance Corp.,,,2448 Historic Decatur Road,San Diego,CA,92106,100000.0,85000.0,05/06/2014,2014,07/01/2014,Community Advantage Initiative,Community Advantage Initiative,7.0,V,84,541310.0,Architectural Services,,,SAN DIEGO,CA,SAN DIEGO DISTRICT OFFICE ,49.0,CORPORATION,,PIF,08/31/2017,,0.0,0,2.0,N,Y
2025-09-30, 7A,W&C LLC,Road 167 # 14,Bayamon,PR,956,119497.0,FirstBank Puerto Rico,30387.0,,"1519 Ave Ponce de Le<ac,o>n",SANTURCE,PR,00909,316800.0,237600.0,11/15/2018,2019,05/03/2019,Preferred Lenders Program,Guaranty,8.0,V,120,722511.0,Full-Service Restaurants,S1079,Marco's Pizza,BAYAMON,PR,PUERTO RICO AND USVI DISTRICT OFFICE ,0.0,CORPORATION,"Startup, Loan Funds will Open Business",EXEMPT,,,0.0,0,22.0,Y,
2025-09-30, 7A,Devore Engraving Inc.,1017 E Tuscarawas Street,Canton,OH,44707,57328.0,The Huntington National Bank,6560.0,,17 S High St.,COLUMBUS,OH,43215,80500.0,40250.0,08/01/2018,2018,09/30/2018,SBA Express Program,FA$TRK (Small Loan Express),6.3,F,84,332119.0,"Metal Crown, Closure, and Other Metal Stamping (except Automotive)",,,STARK,OH,CLEVELAND DISTRICT OFFICE ,7.0,CORPORATION,Existing or more than 2 years old,PIF,08/31/2024,,0.0,0,0.0,N,
2025-09-30, 7A,On The Go Delivery Inc,1623 E US HWY 40,BRAZIL,IN,47834,22967.0,The Riddell National Bank,4318.0,,1 E National Ave,BRAZIL,IN,47834,80000.0,40000.0,07/16/2015,2015,07/01/2016,SBA Express Program,FA$TRK (Small Loan Express),6.25,F,84,484110.0,"General Freight Trucking, Local",,,CLAY,IN,INDIANA DISTRICT OFFICE ,4.0,CORPORATION,,PIF,11/30/2020,,0.0,0,6.0,Y,
2025-09-30, 7A,Che's Corp,1001 S Jackson St,SEATTLE,WA,98104,79430.0,Banner Bank,28489.0,,10 S First Ave,WALLA WALLA,WA,99362,125700.0,62850.0,06/11/2014,2014,06/11/2014,SBA Express Program,FA$TRK (Small Loan Express),5.25,V,60,445110.0,Supermarkets and Other Grocery (except Convenience) Stores,,,KING,WA,SEATTLE DISTRICT OFFICE ,7.0,CORPORATION,,PIF,06/30/2019,,0.0,0,15.0,Y,
2025-09-30, 7A,Jeong Gyu Yoo,1738 S. Vermont Ave.,Los Angeles,CA,90006,434588.0,Open Bank,57944.0,,"1000 Wilshire Blvd, Ste 500",LOS ANGELES,CA,90017,395000.0,355500.0,03/10/2010,2010,,Preferred Lenders Program,Guaranty,5.5,V,300,453998.0,All Other Miscellaneous Store Retailers (except Tobacco Stores),,,LOS ANGELES,CA,LOS ANGELES DISTRICT OFFICE ,34.0,INDIVIDUAL,,CANCLD,,,0.0,0,3.0,N,
2025-09-30, 7A,Honolulu nails,5248 East Bay Dr,Baton Rouge,LA,70820,28811.0,"Capital One, National Association",4297.0,,1680 Capital One Dr,MCLEAN,VA,22102,178000.0,133500.0,06/06/2016,2016,08/01/2016,Preferred Lenders Program,Guaranty,6.29,F,120,812113.0,Nail Salons,,,EAST BATON ROUGE,LA,LOUISIANA DISTRICT OFFICE ,6.0,CORPORATION,,PIF,03/31/2025,,0.0,0,4.0,Y,
2025-09-30, 7A,Eland Drywall Service Inc.,3215 18th Street,MENOMINEE,MI,49858,76187.0,Farmers & Merchants Bank & Trust,10382.0,,"1644, Ludington St",Marinette,WI,54143,80000.0,40000.0,12/29/2009,2010,12/29/2009,SBA Express Program,FA$TRK (Small Loan Express),5.25,V,11,238290.0,Other Building Equipment Contractors,,,MENOMINEE,MI,MICHIGAN DISTRICT OFFICE ,1.0,CORPORATION,,CHGOFF,,11/17/2015,62353.98,0,25.0,Y,
2025-09-30, 7A,Grit Guard Inc.,3690 County Road 10,Bellefontaine,OH,43311,57328.0,The Huntington National Bank,6560.0,,17 S High St.,COLUMBUS,OH,43215,50000.0,25000.0,03/11/2014,2014,08/01/2014,SBA Express Program,FA$TRK (Small Loan Express),6.0,V,60,339999.0,All Other Miscellaneous Manufacturing,,,LOGAN,OH,COLUMBUS DISTRICT OFFICE ,4.0,CORPORATION,,PIF,02/28/2019,,0.0,1,0.0,N,
2025-09-30, 7A,Lakeside Preparatory LLC,410 S Old Statesville,Huntersville,NC,28078,77468.0,HomeTrust Bank,27677.0,,10 Woodfin St,ASHEVILLE,NC,28801,110000.0,93500.0,05/21/2018,2018,06/30/2018,7a General,Guaranty,6.75,V,126,624410.0,Child Day Care Services,,,MECKLENBURG,NC,NORTH CAROLINA DISTRICT OFFICE ,8.0,CORPORATION,Unanswered,PIF,10/31/2019,,0.0,0,5.0,Y,Y
2025-09-30, 7A,Applegate Academy & Preschool (Jonesboro) Inc.,9610 Deer Crossing Dr,JONESBORO,GA,30236,40010.0,Renasant Bank,12437.0,,209 Troy St,TUPELO,MS,38804,1225000.0,918750.0,07/06/2015,2015,07/06/2015,7a General,Guaranty,5.5,V,300,624410.0,Child Day Care Services,,,CLAYTON,GA,GEORGIA DISTRICT OFFICE ,5.0,CORPORATION,,EXEMPT,,,0.0,0,64.0,Y,Y
