AsOfDate,Program,BorrName,BorrStreet,BorrCity,BorrState,BorrZip,LocationID,BankName,BankFDICNumber,BankNCUANumber,BankStreet,BankCity,BankState,BankZip,GrossApproval,SBAGuaranteedApproval,ApprovalDate,ApprovalFY,FirstDisbursementDate,ProcessingMethod,Subprogram,InitialInterestRate,FixedorVariableInterestRate,TerminMonths,NAICSCode,NAICSDescription,FranchiseCode,FranchiseName,ProjectCounty,ProjectState,SBADistrictOffice,CongressionalDistrict,BusinessType,BusinessAge,LoanStatus,PaidinFullDate,ChargeoffDate,GrossChargeoffAmount,RevolverStatus,JobsSupported,CollateralInd,SoldSecondMarketInd
9/30/2025, 7A,TYLER PROFESSIONAL STAFFINGIN,3404 SSW LOOP 323,TYLER,TX,75701,72026,Southside Bank,18297.0,,1201 S Beckham Ave,TYLER,TX,75701,75000.0,60000.0,6/18/1998,1998,9/30/1998,Low Documentation Program,Guaranty,,,84,,,,,SMITH,TX,DALLAS / FT WORTH DISTRICT OFFICE ,1.0,CORPORATION,,PIF,5/31/2005,,0.0,0,0,,
9/30/2025, 7A,STEVE'S POOL SERVICE,5405 PEARLSTONE DRIVE,ANTELOPE,CA,95843,53803,"U.S. Bank, National Association",6548.0,,425 Walnut St,CINCINNATI,OH,45202,35100.0,28080.0,9/17/1997,1997,1/31/1998,Low Documentation Program,Guaranty,,,84,,,,,SACRAMENTO,CA,SACRAMENTO DISTRICT OFFICE ,3.0,INDIVIDUAL,,PIF,5/31/2005,,0.0,0,0,,
9/30/2025, 7A,JAMBOREE FOODS,106 WEST 2ND STREET,WALL LAKE,IA,51466,38258,Bank Midwest,5170.0,,"1800, Royal Ave",Spirit Lake,IA,51360,133000.0,119700.0,4/10/1995,1995,4/30/1995,7a General,Guaranty,,,120,,,,,SAC,IA,DES MOINES DISTRICT OFFICE ,4.0,INDIVIDUAL,,PIF,5/31/2005,,0.0,0,0,,
9/30/2025, 7A,ICE CREAM CHURN,3220 IRVIN COBB DRIVE,PADUCAH,KY,42003,21882,Banterra Bank,17514.0,,3201 Banterra Dr,MARION,IL,62959,63000.0,50400.0,1/24/1997,1997,4/30/1997,Low Documentation Program,Guaranty,,,120,,,,,MCCRACKEN,KY,KENTUCKY DISTRICT OFFICE ,1.0,INDIVIDUAL,,PIF,7/31/2005,,0.0,0,0,,
9/30/2025, 7A,KORIZEK-HINES ADVERTISING,3411 WEST 5775 SOUTH,SALT LAKE CITY,UT,84118,41971,Stockman Bank of Montana,16191.0,,700 Main St,MILES CITY,MT,59301,51000.0,45900.0,8/11/1995,1995,10/31/1995,Low Documentation Program,Guaranty,,,84,541810.0,Advertising Agencies,,,SALT LAKE,UT,MONTANA DISTRICT OFFICE ,2.0,CORPORATION,,PIF,7/31/2005,,0.0,0,0,,
9/30/2025, 7A,INSIDE TRACK SPEED CENTER,336 MAIN ST. ST.,REYNOLDSVILLE,PA,15851,44449,"PNC Bank, National Association",6384.0,,222 Delaware Ave,WILMINGTON,DE,19801,37650.0,30120.0,10/15/1998,1999,11/30/1998,Low Documentation Program,Guaranty,,,84,,,,,JEFFERSON,PA,PITTSBURGH DISTRICT OFFICE ,15.0,INDIVIDUAL,,PIF,5/31/2005,,0.0,0,0,,
9/30/2025, 7A,SEABELLA INC.,"83 UNION ST, GALERIAS PONCEN",PONCE,PR,731,119497,FirstBank Puerto Rico,30387.0,,"1519 Ave Ponce de Le<ac,o>n",SANTURCE,PR,909,300000.0,242295.0,10/7/1994,1995,1/31/1995,Certified Lenders Program,Guaranty,,,201,,,,,PONCE,PR,PUERTO RICO AND USVI DISTRICT OFFICE ,0.0,CORPORATION,,PIF,4/1/2010,,0.0,0,0,N,
9/30/2025, 7A,MICHAEL D. DOUGHERTY DDA PC,11550 S POTOMAC #220 #2,AURORA,CO,80012,53803,"U.S. Bank, National Association",6548.0,,425 Walnut St,CINCINNATI,OH,45202,235000.0,176250.0,11/21/1996,1997,1/31/1997,Preferred Lenders Program,Guaranty,,,84,621210.0,Offices of Dentists,,,ARAPAHOE,CO,COLORADO DISTRICT OFFICE ,1.0,CORPORATION,,PIF,5/31/2005,,0.0,0,0,,
9/30/2025, 7A,ONE GUYS COMPANY,4420 ILIWAI ST,PUHU,HI,96766,20088,First Hawaiian Bank,17985.0,,999 Bishop St,HONOLULU,HI,96813,246000.0,184500.0,5/10/1995,1995,1/31/1996,Certified Lenders Program,Guaranty,,,180,422410.0,General Line Grocery Wholesalers,,,KAUAI,HI,HAWAII DISTRICT OFFICE ,2.0,PARTNERSHIP,,PIF,4/30/2008,,0.0,0,0,N,
9/30/2025, 7A,AAA STRIPING,14720 56TH AVE SOUTH,TUKWILA,WA,98168,12096,Wells Fargo Bank National Association,3511.0,,3201 N 4th Ave,Sioux Falls,SD,57104,65000.0,52000.0,4/9/1999,1999,4/30/1999,Preferred Lenders Program,Guaranty,,,84,235210.0,Painting and Wall Covering,,,KING,WA,SEATTLE DISTRICT OFFICE ,7.0,INDIVIDUAL,,PIF,5/31/2005,,0.0,0,2,,Y
9/30/2025, 7A,TRAVELODGE,1414 JACKSON STREET,MACOMB,IL,61455,111946,State Bank of Texas,27074.0,,111 W John Carpenter Fwy,Irving,TX,75039,300000.0,225000.0,7/3/1997,1997,8/31/1998,7a General,Guaranty,,,246,,,83450,TRAVELODGE                    ,MCDONOUGH,IL,ILLINOIS DISTRICT OFFICE ,18.0,CORPORATION,,PIF,5/31/2005,,0.0,0,0,,
9/30/2025, 7A,ANSLEY'S FINE JEWELRY INC.,6222 RICHMOND AVENUE SUITE 2,HOUSTON,TX,77057,199852,"CitiCapital Small Business Finance, Inc.",,,"250 E Carpenter Frwy, Ste 115",IRVING,TX,75062,100000.0,80000.0,10/20/1998,1999,11/30/1998,Low Documentation Program,Guaranty,,,84,448310.0,Jewelry Stores,,,HARRIS,TX,HOUSTON DISTRICT OFFICE ,7.0,CORPORATION,,PIF,5/31/2005,,0.0,0,0,,Y
9/30/2025, 7A,THE SLIPPER,HIGHWAY 13 SOUTH,SCOBEY,MT,59263,86348,Opportunity Bank of Montana,30182.0,,1400 Prospect Ave,HELENA,MT,59601,100000.0,90000.0,5/31/1995,1995,10/31/1995,Low Documentation Program,Guaranty,,,120,,,,,DANIELS,MT,MONTANA DISTRICT OFFICE ,0.0,INDIVIDUAL,,PIF,7/31/2005,,0.0,0,0,,
9/30/2025, 7A,BISHOP'S WELDING SUPPLY,8123-7 RIDGE ROAD,PORT RICHEY,FL,34668,12096,Wells Fargo Bank National Association,3511.0,,3201 N 4th Ave,Sioux Falls,SD,57104,100000.0,90000.0,7/9/1993,1993,,7a General,Guaranty,,,60,421830.0,Industrial Machinery and Equipment Wholesalers,,,PASCO,FL,SOUTH FLORIDA DISTRICT OFFICE ,12.0,INDIVIDUAL,,CANCLD,,,0.0,0,0,,
9/30/2025, 7A,AUTO TECH PAINT & BODY INC.,220 N. WESTERN,OKLAHOMA CITY,OK,73106,69819,Prosperity Bank,16835.0,,1301 N Mechanic,El Campo,TX,77437,100000.0,80000.0,4/12/1996,1996,7/31/1996,Low Documentation Program,Guaranty,,,180,811121.0,"Automotive Body, Paint, and Interior Repair and Maintenance",,,OKLAHOMA,OK,OKLAHOMA DISTRICT OFFICE ,5.0,CORPORATION,,PIF,9/30/2008,,0.0,0,0,N,
9/30/2025, 7A,OLIVAREZ ENTERPRISES INC.,"RT. 5, BOX 864-C",EDINBURG,TX,78539,44449,"PNC Bank, National Association",6384.0,,222 Delaware Ave,WILMINGTON,DE,19801,30000.0,25500.0,4/19/1993,1993,10/31/1994,7a General,Guaranty,,,24,,,,,HIDALGO,TX,LOWER RIO GRANDE VALLEY DISTRICT OFFICE ,15.0,CORPORATION,,PIF,7/31/2005,,0.0,0,0,,
9/30/2025, 7A,EDUCATIONAL ASSIST SYSTEM INC.,908 NIAGARA FALLS BLVD,NORTH TONAWANDA,NY,14120,46391,Manufacturers and Traders Trust Company,588.0,,"One M & T Plaza, 15th Fl",BUFFALO,NY,14203,200000.0,150000.0,5/20/1997,1997,,Certified Lenders Program,Guaranty,,,12,,,,,NIAGARA,NY,BUFFALO DISTRICT OFFICE ,26.0,CORPORATION,,CANCLD,,,0.0,0,0,,
9/30/2025, 7A,COMMERCIAL COPY SERVICES,240 GREAT CIRCLE ROAD SUIT 3,NASHVILLE,TN,37228,2408,Regions Bank,12368.0,,1900 Fifth Avenue North,BIRMINGHAM,AL,35203,99000.0,82308.6,12/8/1994,1995,1/31/1995,Low Documentation Program,Guaranty,,,120,541511.0,Custom Computer Programming Services,,,DAVIDSON,TN,TENNESSEE DISTRICT OFFICE ,5.0,INDIVIDUAL,,PIF,7/31/2005,,0.0,0,0,,
9/30/2025, 7A,TOY FARMERS LTD,7496 106TH AVENUE SE,LAMOURE,ND,58458,52663,BankNorth,8387.0,,340 Main St,ARTHUR,ND,58006,410000.0,307500.0,12/10/1997,1998,2/28/1998,7a General,Guaranty,,,10,511120.0,Periodical Publishers,,,LAMOURE,ND,NORTH DAKOTA DISTRICT OFFICE ,0.0,CORPORATION,,PIF,7/31/2005,,0.0,0,0,,
9/30/2025, 7A,RIVERSIDE PIZZA DIVISION INC,3 CRESCENT STREET,RIVERSIDE,RI,2915,9551,"Bank of America, National Association",3510.0,,100 North Tryon Street,Charlotte,NC,28255,90000.0,72000.0,10/6/1997,1998,12/31/1997,Low Documentation Program,Guaranty,,,22,,,,,PROVIDENCE,RI,RHODE ISLAND DISTRICT OFFICE ,1.0,CORPORATION,,CHGOFF,,6/30/2006,33064.89,0,0,N,
9/30/2025, 7A,ONE STOP TRAVEL/TRAVEL PRO,12 SOUTH TAFT,HUMBOLDT,IA,50548,53803,"U.S. Bank, National Association",6548.0,,425 Walnut St,CINCINNATI,OH,45202,38000.0,30400.0,11/3/1995,1996,1/31/1996,Low Documentation Program,Guaranty,,,120,561510.0,Travel Agencies,,,HUMBOLDT,IA,DES MOINES DISTRICT OFFICE ,4.0,INDIVIDUAL,,PIF,7/31/2005,,0.0,0,0,,
9/30/2025, 7A,INORCA FAVIER,AVE AMERICO MIRANDA 1322,SAN JUAN,PR,921,123840,Banco Popular de Puerto Rico,34968.0,,"Popular Center, 209, Avenida L",San Juan,PR,917,35000.0,28000.0,4/30/1996,1996,7/31/1996,Low Documentation Program,Guaranty,,,29,,,,,SAN JUAN,PR,PUERTO RICO AND USVI DISTRICT OFFICE ,0.0,INDIVIDUAL,,PIF,7/31/2005,,0.0,0,0,,
9/30/2025, 7A,TRIO FOODS INC.,CABOT INDUSTRIAL PARK,CABOT,AR,72023,4392,Centennial Bank,11241.0,,620 Chestnut St,CONWAY,AR,72032,800000.0,600000.0,2/14/1997,1997,,7a General,Guaranty,,,144,,,,,LONOKE,AR,ARKANSAS DISTRICT OFFICE ,1.0,CORPORATION,,CANCLD,,,0.0,0,0,,
9/30/2025, 7A,GEORGE'S AUTO PAINT & BODY SHO,"RT 7, BOX 400A",CENTER,TX,75935,68992,American State Bank,9967.0,,102 Front St,ARP,TX,75750,49000.0,44100.0,6/14/1994,1994,7/31/1994,7a General,Guaranty,,,120,811121.0,"Automotive Body, Paint, and Interior Repair and Maintenance",,,SHELBY,TX,DALLAS / FT WORTH DISTRICT OFFICE ,1.0,INDIVIDUAL,,PIF,7/31/2005,,0.0,0,0,,
9/30/2025, 7A,JUST BE'CUZ,4001 BOULDER,ODESSA,TX,79762,9551,"Bank of America, National Association",3510.0,,100 North Tryon Street,Charlotte,NC,28255,26000.0,20800.0,10/26/1995,1996,1/31/1996,Low Documentation Program,Guaranty,,,84,453220.0,"Gift, Novelty, and Souvenir Stores",,,ECTOR,TX,LUBBOCK DISTRICT OFFICE ,11.0,INDIVIDUAL,,PIF,5/31/2005,,0.0,0,0,,
9/30/2025, 7A,TURNING POINT,34 WEST STATE ST.,MEDIA,PA,19063,12096,Wells Fargo Bank National Association,3511.0,,3201 N 4th Ave,Sioux Falls,SD,57104,228000.0,182400.0,2/1/1993,1993,4/30/1993,Preferred Lenders Program,Guaranty,,,240,448310.0,Jewelry Stores,,,DELAWARE,PA,PHILADELPHIA DISTRICT OFFICE ,5.0,CORPORATION,,PIF,7/31/2005,,0.0,0,0,,Y
9/30/2025, 7A,NEW SPRING HARDWARE CORP.,226 COURT ST.,BROOKLYN,NY,11201,49274,"Citibank, N.A.",7213.0,,5800 S. Corporate Place,Sioux Falls,SD,57108,15000.0,7500.0,9/3/1997,1997,,SBA Express Program,FA$TRK (Small Loan Express),,,60,444130.0,Hardware Stores,,,KINGS,NY,NEW YORK DISTRICT OFFICE ,7.0,CORPORATION,,CANCLD,,,0.0,0,0,,
9/30/2025, 7A,TANNERS GRILL & BAR,730 SOUTH RAILROAD,KIMBERLY,WI,54136,75939,"Associated Bank, National Association",5296.0,,200 N Adams St,GREEN BAY,WI,54301,429000.0,321750.0,10/13/1994,1995,4/30/1995,Certified Lenders Program,Guaranty,,,180,,,,,OUTAGAMIE,WI,WISCONSIN DISTRICT OFFICE ,8.0,CORPORATION,,PIF,5/31/2005,,0.0,0,0,,
9/30/2025, 7A,SUBWAY SANDWICHES,673 NORTH HIGHWAY 60,REPUBLIC,MO,65738,40659,The Central Trust Bank,12633.0,,238 Madison St,JEFFERSON CITY,MO,65101,277500.0,208125.0,6/10/1996,1996,10/31/1996,7a General,Guaranty,,,84,,,78760,SUBWAY SANDWICH SHOP          ,GREENE,MO,SPRINGFIELD BRANCH OFFICE ,7.0,INDIVIDUAL,,PIF,7/31/2005,,0.0,0,0,,Y
9/30/2025, 7A,FIRST NATIONAL EXCHANGE CORPOR,"142 LINCOLN AVENUE, SUITE 30",SANTA FE,NM,87501,45960,"First National Rio Grande, A Division of The First National",2239.0,,2011 Mountain Rd NW,Albuquerque,NM,87104,15000.0,12000.0,6/16/1997,1997,,Low Documentation Program,Guaranty,,,36,523210.0,Securities and Commodity Exchanges,,,SANTA FE,NM,NEW MEXICO DISTRICT OFFICE ,3.0,CORPORATION,,CANCLD,,,0.0,0,0,,
9/30/2025, 7A,EL MENSAJERO SEMANAL,P.O.BOX 1036 (849 NO. SEA RD,SOUTHAMPTON,NY,11969,378617,"HSBC Bank USA, National Association",57890.0,,239 Van Rensselaer Street Buff,McLean,VA,14210,20000.0,18000.0,3/8/1995,1995,,Low Documentation Program,Guaranty,,,60,511110.0,Newspaper Publishers,,,SUFFOLK,NY,MELVILLE BRANCH OFFICE ,1.0,INDIVIDUAL,,CANCLD,,,0.0,0,0,,
9/30/2025, 7A,DBA L'IL GENERAL,575 SOUTH MAIN ST,WOONSOCKET,RI,2895,,MISSINGMAINBANKID,,,,,,,80000.0,72000.0,6/30/1995,1995,,Low Documentation Program,Guaranty,,,120,,,48030,L'IL GENERAL                  ,PROVIDENCE,RI,RHODE ISLAND DISTRICT OFFICE ,1.0,CORPORATION,,CANCLD,,,0.0,0,0,,
9/30/2025, 7A,POLICY WELL & PUMP CO INC,"ROUTE 28, P.O. BOX 900",WINDHAM,NH,3087,434162,"Citizens Bank, National Association",57957.0,,1 Citizens Plaza,PROVIDENCE,RI,2903,150000.0,133500.0,9/17/1993,1993,10/31/1993,Certified Lenders Program,Guaranty,,,84,235810.0,Water Well Drilling Contractors,,,ROCKINGHAM,NH,NEW HAMPSHIRE DISTRICT OFFICE ,1.0,CORPORATION,,PIF,7/31/2005,,0.0,0,0,,
9/30/2025, 7A,LOVE-JOY PROPERTIES,1918 GENESEE ST.,UTICA,NY,13502,46593,HSBC Bank USA,,,520 Seneca St,UTICA,NY,13502,166500.0,141525.0,10/29/1992,1993,,Certified Lenders Program,Guaranty,,,180,,,,,ONEIDA,NY,SYRACUSE DISTRICT OFFICE ,22.0,        ,,CANCLD,,,0.0,0,0,,
9/30/2025, 7A,DARRAD SERVICES INC,"ROUTE 100, P O BOX 1186",WAITSFIELD,VT,5673,46391,Manufacturers and Traders Trust Company,588.0,,"One M & T Plaza, 15th Fl",BUFFALO,NY,14203,63750.0,44625.0,7/5/1994,1994,7/31/1994,Preferred Lenders Program,Guaranty,,,240,,,,,WASHINGTON,VT,VERMONT DISTRICT OFFICE ,0.0,CORPORATION,,PIF,5/31/2005,,0.0,0,0,,
9/30/2025, 7A,THOMPSON'S PULLET FARM,RT 2 BOX 435,UNION,MS,39365,80415,First Financial Bank,28905.0,,300 E Peach St,El Dorado,AR,71730,500000.0,375000.0,4/30/1997,1997,7/31/1997,7a General,Guaranty,,,180,112320.0,Broilers and Other Meat Type,,,NESHOBA,MS,MISSISSIPPI DISTRICT OFFICE ,2.0,INDIVIDUAL,,PIF,2/28/2006,,0.0,0,0,,
9/30/2025, 7A,INDEPENDENT CLAIMS,1305 N. 65TH ST.,LINCOLN,NE,68505,12096,Wells Fargo Bank National Association,3511.0,,3201 N 4th Ave,Sioux Falls,SD,57104,50000.0,40000.0,3/5/1996,1996,4/30/1996,Low Documentation Program,Guaranty,,,72,,,,,LANCASTER,NE,NEBRASKA DISTRICT OFFICE ,1.0,INDIVIDUAL,,PIF,7/31/2005,,0.0,0,0,,
9/30/2025, 7A,CAM-TECH MFG. INC.,"3435 ROY ORR BLVD., #300",GRAND PRIARIE,TX,75050,71977,The American National Bank of Texas,23474.0,,102 W Moore,TERRELL,TX,75160,529900.0,360332.0,6/10/1996,1996,2/28/1997,7a General,Guaranty,,,120,333512.0,Machine Tool (Metal Cutting Types) Manufacturing,,,DALLAS,TX,DALLAS / FT WORTH DISTRICT OFFICE ,6.0,CORPORATION,,PIF,7/31/2005,,0.0,0,0,,Y
9/30/2025, 7A,ARTISTIC HAIR DESIGN INC.,42 GOLDMINE ROAD,MT. OLIVE,NJ,7828,43795,Provident Bank,12010.0,,239 Washington St,JERSEY CITY,NJ,7302,18400.0,16560.0,7/28/1995,1995,,Low Documentation Program,Guaranty,,,60,,,,,MORRIS,NJ,NEW JERSEY DISTRICT OFFICE ,7.0,CORPORATION,,CANCLD,,,0.0,0,0,,
9/30/2025, 7A,GOLD & GEMS,420 E HOSPITALITY LANE A-10,SAN BERNARDINO,CA,92408,40337,First Bank,12229.0,,11901 Olive Blvd,Creve Coeur,MO,63141,70000.0,63000.0,4/24/1992,1992,7/31/1992,7a General,Guaranty,,,84,448310.0,Jewelry Stores,,,SAN BERNARDINO,CA,SANTA ANA DISTRICT OFFICE ,31.0,PARTNERSHIP,,PIF,7/31/2005,,0.0,0,0,,Y
9/30/2025, 7A,O'NEILL & COMPANY INC.,92 PARK AVE.,DANBURY,CT,6810,15940,Webster Bank National Association,18221.0,,137 Bank St,WATERBURY,CT,6702,44000.0,35200.0,9/16/1994,1994,1/31/1995,Low Documentation Program,Guaranty,,,51,,,,,FAIRFIELD,CT,CONNECTICUT DISTRICT OFFICE ,4.0,CORPORATION,,CHGOFF,,3/30/1999,39342.91,0,0,Y,Y
9/30/2025, 7A,FRYER ROOFING CO INC,2644 W MCKINLEY AVE,FRESNO,CA,93728,53803,"U.S. Bank, National Association",6548.0,,425 Walnut St,CINCINNATI,OH,45202,51500.0,38625.0,12/3/1998,1999,,Preferred Lenders Program,Guaranty,,,300,235610.0,"Roofing, Siding, and Sheet Metal Contractors",,,FRESNO,CA,FRESNO DISTRICT OFFICE ,16.0,CORPORATION,,CANCLD,,,0.0,0,50,,
9/30/2025, 7A,C.M. DOANE ELECTRIC COMPANY,1150 14TH STREET,LORAIN,OH,44052,78723,Northwest Bank,28178.0,,Liberty & Second St,WARREN,PA,16365,100000.0,90000.0,11/30/1994,1995,1/31/1995,Low Documentation Program,Guaranty,,,72,235310.0,Electrical Contractors,,,LORAIN,OH,CLEVELAND DISTRICT OFFICE ,4.0,CORPORATION,,PIF,7/31/2005,,0.0,0,0,,
9/30/2025, 7A,E. A. COON & CO. INC.,17 SPRINGBROOK AVENUE,RHINEBECK,NY,12572,46391,Manufacturers and Traders Trust Company,588.0,,"One M & T Plaza, 15th Fl",BUFFALO,NY,14203,210000.0,157500.0,8/8/1996,1996,10/10/1996,Certified Lenders Program,Guaranty,,,241,453110.0,Florists,,,DUTCHESS,NY,NEW YORK DISTRICT OFFICE ,19.0,CORPORATION,,PIF,2/28/2006,,0.0,0,0,,
9/30/2025, 7A,JOHN HEGGE LOGGING,375 NE 3RD AVENUE,PINE CITY,MN,55063,36581,Stearns Bank National Association,10988.0,,4191 2nd St South,SAINT CLOUD,MN,56301,28000.0,25200.0,4/4/1995,1995,4/28/1995,Low Documentation Program,Guaranty,,,60,113310.0,Logging,,,PINE,MN,MINNESOTA DISTRICT OFFICE ,8.0,INDIVIDUAL,,PIF,7/31/2005,,0.0,0,0,,
9/30/2025, 7A,ROYAL DENTAL,14367 BEECHNUT,HOUSTON,TX,77083,9551,"Bank of America, National Association",3510.0,,100 North Tryon Street,Charlotte,NC,28255,145000.0,130500.0,7/13/1992,1992,7/31/1992,Certified Lenders Program,Guaranty,,,84,621210.0,Offices of Dentists,,,HARRIS,TX,HOUSTON DISTRICT OFFICE ,9.0,INDIVIDUAL,,PIF,7/31/2005,,0.0,0,0,,
9/30/2025, 7A,CRUMLEY & ASSOCIATES,1157 S. COX STREET,ASHEBORO,NC,27203,44449,"PNC Bank, National Association",6384.0,,222 Delaware Ave,WILMINGTON,DE,19801,78000.0,70200.0,8/31/1995,1995,10/31/1995,Low Documentation Program,Guaranty,,,84,541110.0,Offices of Lawyers,,,RANDOLPH,NC,NORTH CAROLINA DISTRICT OFFICE ,13.0,INDIVIDUAL,,PIF,7/31/2005,,0.0,0,0,,Y
9/30/2025, 7A,MILTON ARIZMENDI PACHECO,55 PASEO DEL CAFE,YAUCO,PR,698,123840,Banco Popular de Puerto Rico,34968.0,,"Popular Center, 209, Avenida L",San Juan,PR,917,100000.0,80000.0,10/25/1991,1992,11/18/1991,7a General,Guaranty,,,82,448210.0,Shoe Stores,,,YAUCO,PR,PUERTO RICO AND USVI DISTRICT OFFICE ,0.0,INDIVIDUAL,,PIF,7/31/2005,,0.0,0,0,,
9/30/2025, 7A,TREADAWAY FARMS,"ROUTE 1, BOX 276",FYFFE,AL,35971,12096,Wells Fargo Bank National Association,3511.0,,3201 N 4th Ave,Sioux Falls,SD,57104,175000.0,148750.0,11/2/1993,1994,1/31/1994,7a General,Guaranty,,,120,112320.0,Broilers and Other Meat Type,,,DE KALB,AL,ALABAMA DISTRICT OFFICE ,4.0,INDIVIDUAL,,PIF,5/31/2005,,0.0,0,0,,
