AsOfDate,Program,BorrName,BorrStreet,BorrCity,BorrState,BorrZip,LocationID,BankName,BankFDICNumber,BankNCUANumber,BankStreet,BankCity,BankState,BankZip,GrossApproval,SBAGuaranteedApproval,ApprovalDate,ApprovalFY,FirstDisbursementDate,ProcessingMethod,Subprogram,InitialInterestRate,FixedorVariableInterestRate,TerminMonths,NAICSCode,NAICSDescription,FranchiseCode,FranchiseName,ProjectCounty,ProjectState,SBADistrictOffice,CongressionalDistrict,BusinessType,BusinessAge,LoanStatus,PaidinFullDate,ChargeoffDate,GrossChargeoffAmount,RevolverStatus,JobsSupported,CollateralInd,SoldSecondMarketInd
2025-09-30, 7A,CARPET CENTRAL,307 EAST NORTH AVE,NORTHLAKE (CORPORATE AND RR NA,IL,60164,53803.0,"U.S. Bank, National Association",6548.0,,425 Walnut St,CINCINNATI,OH,45202,27500.0,20625.0,10/25/2001,2002,11/30/2001,Preferred Lenders Program,Guaranty,,,300,442210.0,Floor Covering Stores,,,COOK,IL,ILLINOIS DISTRICT OFFICE ,4.0,INDIVIDUAL,,PIF,01/31/2007,,0.0,0,4.0,N,
2025-09-30, 7A,LAW OFFICE OF CHARLES C DONAHU,55 UNION STREET,BOSTON,MA,2108,434162.0,"Citizens Bank, National Association",57957.0,,1 Citizens Plaza,PROVIDENCE,RI,02903,20000.0,10000.0,10/27/2004,2005,01/31/2005,SBA Express Program,FA$TRK (Small Loan Express),,,84,541110.0,Offices of Lawyers,,,SUFFOLK,MA,MASSACHUSETTS DISTRICT OFFICE ,7.0,INDIVIDUAL,,PIF,12/31/2012,,0.0,1,1.0,N,
2025-09-30, 7A,CHHS INC.DBA,3000 GRAPEVINE MILLS SUITE 1,GRAPEVINE,TX,76051,5597.0,Hanmi Bank,24170.0,,"3660 Wilshire Blvd, PH-A",LOS ANGELES,CA,90010,199700.0,149775.0,08/30/2005,2005,01/31/2006,Preferred Lenders Program,Guaranty,,,0,722211.0,Limited-Service Restaurants,66690,PRETZEL TIME                  ,TARRANT,TX,DALLAS / FT WORTH DISTRICT OFFICE ,24.0,CORPORATION,,CHGOFF,,03/15/2013,66805.37,0,4.0,N,Y
2025-09-30, 7A,Noboru Restaurant Inc,117 Garden Golf Blvd.,North wales,PA,19454,49409.0,Woori America Bank,24920.0,,330 5th Avenue 3fl,New York,NY,10001,350000.0,315000.0,07/30/2009,2009,09/30/2009,Preferred Lenders Program,Guaranty,5.75,V,120,722212.0,Cafeterias,,,MONTGOMERY,PA,PHILADELPHIA DISTRICT OFFICE ,1.0,CORPORATION,,PIF,09/30/2019,,0.0,0,60.0,Y,Y
2025-09-30, 7A,POWER OF 3 INDUSTRIES INC.,8452 BOSECK DR. UNIT-13,LAS VEGAS,NV,89145,507814.0,"VelocitySBA, LLC",,,695 Town Center Drive,Costa Mesa,CA,92626,5000.0,4500.0,08/28/2009,2009,08/31/2009,Patriot Express Loans,Patriot Express,7.75,V,107,454112.0,Electronic Auctions,,,CLARK,NV,NEVADA DISTRICT OFFICE ,1.0,CORPORATION,,CHGOFF,,08/01/2011,4776.44,0,4.0,N,Y
2025-09-30, 7A,ROBERT W MORGAN JR DBA ROBERT W MORGAN JR CPA,3561 HOWARD AVE STE 203,LOS ALAMITOS,CA,90720,120895.0,"COFSB, National Association",,,1680 Capital One Dr,MCLEAN,VA,22102,10000.0,5000.0,01/17/2005,2005,05/31/2005,SBA Express Program,FA$TRK (Small Loan Express),,,84,541213.0,Tax Preparation Services,,,ORANGE,CA,SANTA ANA DISTRICT OFFICE ,47.0,INDIVIDUAL,,PIF,07/31/2005,,0.0,1,1.0,N,
2025-09-30, 7A,SCIENTIFIC RECYCLING INC,659 COMMERCE STREET,HOLMEN,WI,54636,75991.0,Park Bank National Association,13054.0,,1200 Main St,HOLMEN,WI,54636,185000.0,138750.0,01/30/2002,2002,02/28/2002,7a General,Guaranty,,,240,562998.0,All Other Miscellaneous Waste Management Services,,,LA CROSSE,WI,WISCONSIN DISTRICT OFFICE ,3.0,CORPORATION,,PIF,07/31/2005,,0.0,0,0.0,,Y
2025-09-30, 7A,Master Cycle Corp.,3 Bruckner Blvd,BRONX,NY,10454,48270.0,"JPMorgan Chase Bank, National Association",628.0,,1111 Polaris Pkwy,Columbus,OH,43240,10000.0,5000.0,10/30/2006,2007,11/30/2006,SBA Express Program,FA$TRK (Small Loan Express),,,84,811198.0,All Other Automotive Repair and Maintenance,,,BRONX,NY,NEW YORK DISTRICT OFFICE ,15.0,CORPORATION,,PIF,10/31/2012,,0.0,1,6.0,N,
2025-09-30, 7A,Perfect Pear Gallery LLC,40 East Delaware Place #1005,Chicago,IL,60611,44449.0,"PNC Bank, National Association",6384.0,,222 Delaware Ave,WILMINGTON,DE,19801,50000.0,25000.0,10/21/2005,2006,01/31/2006,SBA Express Program,FA$TRK (Small Loan Express),,,33,453998.0,All Other Miscellaneous Store Retailers (except Tobacco Stores),,,COOK,IL,ILLINOIS DISTRICT OFFICE ,7.0,CORPORATION,,PIF,01/01/2010,,0.0,1,9.0,N,
2025-09-30, 7A,SMOOTHIE KING OF SCHERTZ,6032 FM 3009,SCHERTZ,TX,78154,106458.0,Security Service FCU,,11065.0,"16211, La Cantera Pkwy",San Antonio,TX,78256,150000.0,127500.0,11/02/2007,2008,03/31/2008,Patriot Express Loans,Patriot Express,,,219,722211.0,Limited-Service Restaurants,,,GUADALUPE,TX,SAN ANTONIO DISTRICT OFFICE ,15.0,CORPORATION,,EXEMPT,,,0.0,0,10.0,N,
2025-09-30, 7A,MUD CREEK TRADING CO.,600 E. STATE STREET,JACKSONVILLE,IL,62650,22586.0,Bank of Springfield,19506.0,,2600 Stevenson Dr,SPRINGFIELD,IL,62703,250000.0,187500.0,09/25/2002,2002,10/31/2002,7a General,Guaranty,,,120,711110.0,Theater Companies and Dinner Theaters,,,MORGAN,IL,SPRINGFIELD BRANCH OFFICE ,18.0,CORPORATION,,PIF,11/30/2005,,0.0,0,0.0,,Y
2025-09-30, 7A,GOETZ QUARRY MART LLC,N52 W23206 LISBORN ROAD,SUSSEX,WI,53089,76872.0,Waukesha State Bank,16160.0,,151 E St. Paul Ave,WAUKESHA,WI,53188,875000.0,656250.0,03/12/2002,2002,,Preferred Lenders Program,Guaranty,,,264,447110.0,Gasoline Stations with Convenience Stores,,,WAUKESHA,WI,WISCONSIN DISTRICT OFFICE ,5.0,CORPORATION,,CANCLD,,,0.0,0,3.0,,
2025-09-30, 7A,Shaner Consultants Inc.,136 DEER TRAIL DR,SPRINGBORO,OH,45066,53803.0,"U.S. Bank, National Association",6548.0,,425 Walnut St,CINCINNATI,OH,45202,30000.0,15000.0,04/13/2006,2006,12/31/2007,SBA Express Program,FA$TRK (Small Loan Express),,,84,541613.0,Marketing Consulting Services,,,WARREN,OH,COLUMBUS DISTRICT OFFICE ,1.0,CORPORATION,,PIF,02/28/2011,,0.0,1,4.0,N,
2025-09-30, 7A,S & B VISION CORP,131-09 LIBERTY AVENUE,SOUTH RICHMOND HILL,NY,11419,110359.0,Bank of Hope,26610.0,,3200 Wilshire Blvd 1st Fl,LOS ANGELES,CA,90010,580000.0,435000.0,08/05/2008,2008,,Preferred Lenders Program,Guaranty,,,300,812320.0,Drycleaning and Laundry Services (except Coin-Operated),,,QUEENS,NY,NEW YORK DISTRICT OFFICE ,5.0,CORPORATION,,CANCLD,,,0.0,0,4.0,N,
2025-09-30, 7A,JOHN D RITTER DMD PA,104 FORBES ST STE 107,ANNAPOLIS,MD,21401,75497.0,"WesBanco Bank, Inc.",803.0,,1 Bank Plz,WHEELING,WV,26003,275000.0,247500.0,05/08/2009,2009,07/31/2009,7a General,Guaranty,6.0,F,180,621210.0,Offices of Dentists,,,ANNE ARUNDEL,MD,BALTIMORE DISTRICT OFFICE ,3.0,CORPORATION,,PIF,09/30/2021,,0.0,0,7.0,Y,
2025-09-30, 7A,A&A RIVERWAYS LLC,721 FAWN RD,SMITHLAND,KY,42081,27680.0,The Paducah Bank and Trust Company,16664.0,,555 Jefferson St,PADUCAH,KY,42001,100000.0,90000.0,05/06/2009,2009,05/31/2009,Community Express,Community Express,6.0,V,84,445110.0,Supermarkets and Other Grocery (except Convenience) Stores,,,LIVINGSTON,KY,KENTUCKY DISTRICT OFFICE ,1.0,CORPORATION,,PIF,11/30/2017,,0.0,1,2.0,Y,
2025-09-30, 7A,Cheka-Looka Incorporated dba Cheka Looka Shop,2948 Eastlake Ave,SEATTLE,WA,98102,9551.0,"Bank of America, National Association",3510.0,,100 North Tryon Street,Charlotte,NC,28255,25000.0,12500.0,02/07/2006,2006,02/28/2006,SBA Express Program,FA$TRK (Small Loan Express),,,27,453998.0,All Other Miscellaneous Store Retailers (except Tobacco Stores),,,KING,WA,SEATTLE DISTRICT OFFICE ,7.0,CORPORATION,,CHGOFF,,07/05/2011,21858.15,1,2.0,N,
2025-09-30, 7A,Pediatric Healthcare of Northwest Houston P.A.,13406 Medical Complex Dr  St,TOMBALL,TX,77375,9551.0,"Bank of America, National Association",3510.0,,100 North Tryon Street,Charlotte,NC,28255,100000.0,50000.0,10/14/2004,2005,,SBA Express Program,FA$TRK (Small Loan Express),,,84,621399.0,Offices of All Other Miscellaneous Health Practitioners,,,HARRIS,TX,HOUSTON DISTRICT OFFICE ,2.0,CORPORATION,,CANCLD,,,0.0,1,0.0,N,
2025-09-30, 7A,Thuong T Ly,5750 S Transit Road,LOCKPORT,NY,14094,56102.0,KeyBank National Association,17534.0,,127 Public Sq,CLEVELAND,OH,44114,35000.0,17500.0,01/29/2009,2009,02/28/2009,SBA Express Program,FA$TRK (Small Loan Express),9.17,F,60,812113.0,Nail Salons,,,NIAGARA,NY,BUFFALO DISTRICT OFFICE ,27.0,INDIVIDUAL,,PIF,01/31/2014,,0.0,0,2.0,Y,
2025-09-30, 7A,FELIX VAZQUEZ,4927 SINGLETON,DALLAS,TX,75212,48270.0,"JPMorgan Chase Bank, National Association",628.0,,1111 Polaris Pkwy,Columbus,OH,43240,20000.0,10000.0,08/24/2004,2004,08/31/2004,SBA Express Program,FA$TRK (Small Loan Express),,,6,811121.0,"Automotive Body, Paint, and Interior Repair and Maintenance",,,DALLAS,TX,DALLAS / FT WORTH DISTRICT OFFICE ,30.0,INDIVIDUAL,,CHGOFF,,06/04/2012,19118.73,1,2.0,N,
2025-09-30, 7A,ILLINI INN ON FOURTH INC. DBA ILLINI INN,901 S 4TH ST,CHAMPAIGN,IL,61820,28811.0,"Capital One, National Association",4297.0,,1680 Capital One Dr,MCLEAN,VA,22102,25000.0,12500.0,02/06/2007,2007,03/31/2007,SBA Express Program,FA$TRK (Small Loan Express),,,84,722410.0,Drinking Places (Alcoholic Beverages),,,CHAMPAIGN,IL,ILLINOIS DISTRICT OFFICE ,13.0,CORPORATION,,PIF,06/30/2011,,0.0,1,6.0,N,
2025-09-30, 7A,RONNIE KELLY,2201 VAN ARPEL DR,LA PLACE,LA,70068,507814.0,"VelocitySBA, LLC",,,695 Town Center Drive,Costa Mesa,CA,92626,5000.0,4250.0,07/06/2007,2007,07/31/2007,Community Express,Community Express,,,89,541921.0,"Photography Studios, Portrait",,,SAINT CHARLES,LA,LOUISIANA DISTRICT OFFICE ,2.0,INDIVIDUAL,,CHGOFF,,07/14/2011,4215.66,0,3.0,N,Y
2025-09-30, 7A,Timonthy D Keegan and Sheryl C Keegan,35 Karrat Dr,ROCHESTER,NY,14622,56102.0,KeyBank National Association,17534.0,,127 Public Sq,CLEVELAND,OH,44114,50000.0,25000.0,05/09/2006,2006,05/31/2006,SBA Express Program,FA$TRK (Small Loan Express),,,84,541922.0,Commercial Photography,,,MONROE,NY,ROCHESTER BRANCH OFFICE ,25.0,PARTNERSHIP,,PIF,11/30/2014,,0.0,1,2.0,Y,
2025-09-30, 7A,THE MATCH GROUP,516 NORTH CHARLES ST.,BALTIMORE HIGHLANDS,MD,21201,188489.0,Development Credit Fund Inc,,,2530 N Charles St,BALTIMORE,MD,21218,75000.0,37500.0,12/22/1999,2000,,SBA Express Program,FA$TRK (Small Loan Express),,,12,561310.0,Employment Placement Agencies,,,BALTIMORE CITY,MD,BALTIMORE DISTRICT OFFICE ,3.0,CORPORATION,,CANCLD,,,0.0,0,6.0,,
2025-09-30, 7A,RHOADS DISTRIBUTING INC.,139 SOUTHEAST CRESTVIEW LANE,MADRAS,OR,97741,59698.0,Columbia Bank,17266.0,,"5885 Meadows, Ste 400",Lake Oswego,OR,97035,40000.0,32000.0,04/13/2000,2000,05/31/2000,Low Documentation Program,Guaranty,,,120,421840.0,Industrial Supplies Wholesalers,,,JEFFERSON,OR,PORTLAND DISTRICT OFFICE ,2.0,INDIVIDUAL,,PIF,05/31/2005,,0.0,0,0.0,,
2025-09-30, 7A,Ortiz Transport Services,MM51 30  Urb. Santa Juanita,BAYAMON,PR,956,123840.0,Banco Popular de Puerto Rico,34968.0,,"Popular Center, 209, Avenida L",San Juan,PR,00917,20000.0,10000.0,11/12/2004,2005,01/31/2005,SBA Express Program,FA$TRK (Small Loan Express),,,36,484110.0,"General Freight Trucking, Local",,,BAYAMON,PR,PUERTO RICO AND USVI DISTRICT OFFICE ,0.0,INDIVIDUAL,,PIF,01/31/2008,,0.0,0,0.0,N,
2025-09-30, 7A,Bowlers World LTD.,376 JEFFERSON ROAD,ROCHESTER,NY,14623,434162.0,"Citizens Bank, National Association",57957.0,,1 Citizens Plaza,PROVIDENCE,RI,02903,50000.0,25000.0,08/19/2005,2005,09/30/2005,SBA Express Program,FA$TRK (Small Loan Express),,,49,451110.0,Sporting Goods Stores,,,MONROE,NY,ROCHESTER BRANCH OFFICE ,25.0,CORPORATION,,PIF,12/31/2018,,0.0,0,2.0,N,
2025-09-30, 7A,VIRTUES HAIR AND SKIN SALON,220 UNION STREET,BANGOR,ME,4401,46391.0,Manufacturers and Traders Trust Company,588.0,,"One M & T Plaza, 15th Fl",BUFFALO,NY,14203,60000.0,51000.0,11/09/2007,2008,12/31/2007,Preferred Lenders Program,Guaranty,,,84,812112.0,Beauty Salons,,,PENOBSCOT,ME,MAINE DISTRICT OFFICE ,2.0,CORPORATION,,PIF,01/31/2016,,0.0,0,6.0,N,
2025-09-30, 7A,BRYNN ASSOCIATES LLC,1122A Nostrand Ave,BROOKLYN,NY,11225,378617.0,"HSBC Bank USA, National Association",57890.0,,239 Van Rensselaer Street Buff,McLean,VA,14210,25000.0,12500.0,03/05/2007,2007,03/31/2007,SBA Express Program,FA$TRK (Small Loan Express),,,84,541211.0,Offices of Certified Public Accountants,,,KINGS,NY,NEW YORK DISTRICT OFFICE ,9.0,CORPORATION,,PIF,06/30/2015,,0.0,1,5.0,Y,
2025-09-30, 7A,LAST DROP LIQUOR,2105 NE ST,SAN BERNARDINO,CA,92405,9551.0,"Bank of America, National Association",3510.0,,100 North Tryon Street,Charlotte,NC,28255,50000.0,25000.0,03/12/2004,2004,05/31/2004,SBA Express Program,FA$TRK (Small Loan Express),,,84,445310.0,"Beer, Wine, and Liquor Stores",,,SAN BERNARDINO,CA,SANTA ANA DISTRICT OFFICE ,31.0,INDIVIDUAL,,PIF,03/31/2007,,0.0,1,4.0,N,
2025-09-30, 7A,ABSOLUTE PAINTING,1854 SE BUSH ST,HILLSBORO,OR,97123,53803.0,"U.S. Bank, National Association",6548.0,,425 Walnut St,CINCINNATI,OH,45202,49000.0,24500.0,02/28/2008,2008,04/30/2008,SBA Express Program,FA$TRK (Small Loan Express),,,84,238320.0,Painting and Wall Covering Contractors,,,WASHINGTON,OR,PORTLAND DISTRICT OFFICE ,1.0,INDIVIDUAL,,PIF,04/30/2008,,0.0,1,8.0,N,
2025-09-30, 7A,UDAY KUMAR DBA TEXAS HOME & BUILDING SERVICES,9000 SOUTHWEST FWY STE 120,HOUSTON,TX,77074,120895.0,"COFSB, National Association",,,1680 Capital One Dr,MCLEAN,VA,22102,15000.0,7500.0,03/10/2006,2006,,SBA Express Program,FA$TRK (Small Loan Express),,,84,236118.0,Residential Remodelers,,,HARRIS,TX,HOUSTON DISTRICT OFFICE ,7.0,INDIVIDUAL,,CANCLD,,,0.0,0,2.0,N,
2025-09-30, 7A,JANBAR INC,69 ENGERT AVE,BROOKLYN,NY,11222,48270.0,"JPMorgan Chase Bank, National Association",628.0,,1111 Polaris Pkwy,Columbus,OH,43240,50000.0,25000.0,05/03/2005,2005,06/30/2005,SBA Express Program,FA$TRK (Small Loan Express),,,84,236118.0,Residential Remodelers,,,KINGS,NY,NEW YORK DISTRICT OFFICE ,12.0,CORPORATION,,PIF,03/31/2009,,0.0,0,10.0,N,
2025-09-30, 7A,BLANKA SALON & SPA INC,7633 N MILWAUKEE AVE,NILES,IL,60714,53803.0,"U.S. Bank, National Association",6548.0,,425 Walnut St,CINCINNATI,OH,45202,30000.0,15000.0,10/27/2008,2009,11/30/2008,SBA Express Program,FA$TRK (Small Loan Express),7.5,V,84,812112.0,Beauty Salons,,,COOK,IL,ILLINOIS DISTRICT OFFICE ,5.0,CORPORATION,,PIF,06/01/2009,,0.0,1,16.0,N,
2025-09-30, 7A,ABOVE THE SALT,840 FRANKLIN AVENUE,FRANKLIN LAKES (CAMPGAN),NJ,7417,45120.0,Valley National Bank,9396.0,,615 Main Ave,PASSAIC,NJ,07055,178000.0,133500.0,07/12/2005,2005,,Preferred Lenders Program,Guaranty,,,120,445299.0,All Other Specialty Food Stores,,,BERGEN,NJ,NEW JERSEY DISTRICT OFFICE ,5.0,CORPORATION,,CANCLD,,,0.0,0,13.0,N,
2025-09-30, 7A,Hank's Photographic Services Inc.,25 ELM AVENUE,MOUNT VERNON,NY,10550,123625.0,Popular Bank,34967.0,,11 W 51st St,NEW YORK CITY,NY,10019,1300000.0,975000.0,06/27/2003,2003,,Preferred Lenders Program,Guaranty,,,300,541990.0,"All Other Professional, Scientific, and Technical Services",,,WESTCHESTER,NY,NEW YORK DISTRICT OFFICE ,16.0,CORPORATION,,CANCLD,,,0.0,0,21.0,N,
2025-09-30, 7A,GREAT WHITE TRUCK WASH INC,719 DUNN ST,PLACENTIA,CA,92870,297115.0,"Citibank (West), FSB",,,One Sansome St,SAN FRANCISCO,CA,94104,30000.0,15000.0,06/23/2000,2000,07/31/2000,SBA Express Program,FA$TRK (Small Loan Express),,,60,,,,,ORANGE,CA,SANTA ANA DISTRICT OFFICE ,39.0,CORPORATION,,PIF,05/31/2005,,0.0,0,9.0,,
2025-09-30, 7A,PAYLESS ALL POINTS GARAGE DOOR,21819 KATY FREEWAY STE B113,KATY,TX,77450,44449.0,"PNC Bank, National Association",6384.0,,222 Delaware Ave,WILMINGTON,DE,19801,10000.0,5000.0,03/28/2007,2007,,SBA Express Program,FA$TRK (Small Loan Express),,,84,238990.0,All Other Specialty Trade Contractors,,,HARRIS,TX,HOUSTON DISTRICT OFFICE ,7.0,INDIVIDUAL,,CANCLD,,,0.0,1,2.0,N,
2025-09-30, 7A,MEDIA VISION,1735 N FINE STREET SUITE 101,FRESNO,CA,93727,9551.0,"Bank of America, National Association",3510.0,,100 North Tryon Street,Charlotte,NC,28255,10000.0,5000.0,12/30/2003,2004,01/31/2004,SBA Express Program,FA$TRK (Small Loan Express),,,55,424920.0,"Book, Periodical, and Newspaper Merchant Wholesalers",,,FRESNO,CA,FRESNO DISTRICT OFFICE ,16.0,INDIVIDUAL,,CHGOFF,,08/15/2006,9539.16,1,3.0,N,
2025-09-30, 7A,Dream Soft Bedware LLC,17223 107th  s w,VASHON,WA,98070,9551.0,"Bank of America, National Association",3510.0,,100 North Tryon Street,Charlotte,NC,28255,10000.0,5000.0,05/08/2007,2007,,SBA Express Program,FA$TRK (Small Loan Express),,,84,442299.0,All Other Home Furnishings Stores,,,KING,WA,SEATTLE DISTRICT OFFICE ,7.0,CORPORATION,,CANCLD,,,0.0,1,4.0,N,
2025-09-30, 7A,AGAPE CATERERS INC.,145 APONTE ST.,SAN JUAN,PR,911,119281.0,Oriental Bank,31469.0,,"254 Ave Mu<td,n>oz Rivera, Esq",SAN JUAN,PR,00918,30000.0,15000.0,08/05/2008,2008,08/31/2008,SBA Express Program,FA$TRK (Small Loan Express),,,12,311999.0,All Other Miscellaneous Food Manufacturing,,,SAN JUAN,PR,PUERTO RICO AND USVI DISTRICT OFFICE ,0.0,CORPORATION,,PIF,03/31/2011,,0.0,1,2.0,N,
2025-09-30, 7A,Back to Nature Clinic,411 West Orange Street,Jesup,GA,31545,199871.0,"Business Loan Center, LLC",,,Five Independence Pointe,GREENVILLE,SC,29615,25000.0,21250.0,10/17/2005,2006,11/30/2005,Community Express,Community Express,,,65,621399.0,Offices of All Other Miscellaneous Health Practitioners,,,WAYNE,GA,GEORGIA DISTRICT OFFICE ,1.0,INDIVIDUAL,,CHGOFF,,12/17/2007,21753.71,0,2.0,Y,Y
2025-09-30, 7A,JD Healthcare LLC,2538 EAST 3800 NORTH,TWIN FALLS,ID,83301,20132.0,D. L. Evans Bank,11666.0,,"375, N Overland Ave",Burley,ID,83318,20000.0,10000.0,04/28/2008,2008,05/31/2008,SBA Express Program,FA$TRK (Small Loan Express),,,84,623312.0,Homes for the Elderly,,,TWIN FALLS,ID,BOISE DISTRICT OFFICE ,2.0,CORPORATION,,PIF,06/30/2015,,0.0,0,0.0,N,
2025-09-30, 7A,Valverde Financial Services Inc.,"6012 E. 76TH COURT,SOUTH",TULSA,OK,74136,110359.0,Bank of Hope,26610.0,,3200 Wilshire Blvd 1st Fl,LOS ANGELES,CA,90010,25000.0,21250.0,07/27/2007,2007,07/31/2007,Community Express,Community Express,,,75,541213.0,Tax Preparation Services,,,TULSA,OK,OKLAHOMA DISTRICT OFFICE ,1.0,CORPORATION,,CHGOFF,,06/18/2008,24447.26,0,2.0,N,Y
2025-09-30, 7A,Williams Information Network Group Inc.,8182 Lark Brown Rd,ELKRIDGE,MD,21075,46391.0,Manufacturers and Traders Trust Company,588.0,,"One M & T Plaza, 15th Fl",BUFFALO,NY,14203,150000.0,75000.0,03/16/2006,2006,04/30/2006,SBA Express Program,FA$TRK (Small Loan Express),,,120,541511.0,Custom Computer Programming Services,,,HOWARD,MD,BALTIMORE DISTRICT OFFICE ,2.0,CORPORATION,,PIF,05/31/2015,,0.0,0,8.0,Y,
